Development Name,Borough,Account Name,Location,Meter AMR,Meter Scope,TDS #,EDP,RC Code,Funding Source,AMP #,Vendor Name,UMIS BILL ID,Revenue Month,Service Start Date,Service End Date,# days,Meter Number,Estimated,Current Charges,Rate Class,Bill Analyzed,Consumption (HCF),Water&Sewer Charges,Other Charges
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,AMR,BLD 05,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,2859348,2013-07,06/23/2013,07/22/2013,29,I13018424,N,2498.88,Basic Water and Sewer,Yes,273,2498.88,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,AMR,BLD 05,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,2916904,2013-08,07/22/2013,08/21/2013,30,I13018424,N,2568.40,Basic Water and Sewer,Yes,277,2568.4,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,AMR,BLD 05,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,2972422,2013-09,08/21/2013,09/23/2013,33,I13018424,N,3032.01,Basic Water and Sewer,Yes,327,3032.01,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,AMR,BLD 05,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3038992,2013-10,09/23/2013,10/23/2013,30,I13018424,N,2837.29,Basic Water and Sewer,Yes,306,2837.29,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,AMR,BLD 05,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3078550,2013-11,10/23/2013,11/25/2013,33,I13018424,N,3458.53,Basic Water and Sewer,Exception,373,3458.53,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,AMR,BLD 05,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3138959,2013-12,11/25/2013,12/22/2013,27,I13018424,N,3022.74,Basic Water and Sewer,Yes,326,3022.74,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,AMR,BLD 05,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3187492,2014-01,12/22/2013,01/23/2014,32,I13018424,N,2800.20,Basic Water and Sewer,Yes,302,2800.2,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,AMR,BLD 05,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3262461,2014-02,01/23/2014,02/23/2014,31,I13018424,N,2679.67,Basic Water and Sewer,Yes,289,2679.67,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,AMR,BLD 05,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3317910,2014-03,02/23/2014,03/23/2014,28,I13018424,N,2429.32,Basic Water and Sewer,Yes,262,2429.32,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,AMR,BLD 05,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3377484,2014-04,03/23/2014,04/21/2014,29,I13018424,N,2586.94,Basic Water and Sewer,Exception,279,2586.94,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,AMR,BLD 05,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3453153,2014-05,04/21/2014,05/21/2014,30,I13018424,N,2503.49,Basic Water and Sewer,Yes,270,2503.49,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,AMR,BLD 05,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3502505,2014-06,05/21/2014,06/22/2014,32,I13018424,N,2781.66,Basic Water and Sewer,Yes,300,2781.66,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,AMR,BLD 05,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3578829,2014-07,06/22/2014,07/22/2014,30,I13018424,N,2668.89,Basic Water and Sewer,Yes,281,2668.89,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,AMR,BLD 05,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3630678,2014-08,07/22/2014,08/21/2014,30,I13018424,N,2673.66,Basic Water and Sewer,Yes,279,2673.66,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,AMR,BLD 05,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3691245,2014-09,08/21/2014,09/22/2014,32,I13018424,N,2894.07,Basic Water and Sewer,Yes,302,2894.07,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,AMR,BLD 05,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3754912,2014-10,09/22/2014,10/22/2014,30,I13018424,N,2817.40,Basic Water and Sewer,Yes,294,2817.4,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,AMR,BLD 05,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3815893,2014-11,10/22/2014,11/23/2014,32,I13018424,N,3229.47,Basic Water and Sewer,Yes,337,3229.47,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,AMR,BLD 05,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3868210,2014-12,11/23/2014,12/21/2014,28,I13018424,N,2711.99,Basic Water and Sewer,Yes,283,2711.99,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,AMR,BLD 05,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3927914,2015-01,12/21/2014,01/22/2015,32,I13018424,N,3219.89,Basic Water and Sewer,Yes,336,3219.89,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,AMR,BLD 05,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,4001832,2015-02,01/22/2015,02/22/2015,31,I13018424,N,3219.89,Basic Water and Sewer,Yes,336,3219.89,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,AMR,BLD 05,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,4064620,2015-03,02/22/2015,03/22/2015,28,I13018424,N,2711.99,Basic Water and Sewer,Yes,283,2711.99,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,AMR,BLD 05,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,4132126,2015-04,03/22/2015,04/21/2015,30,I13018424,N,2616.16,Basic Water and Sewer,Yes,273,2616.16,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,AMR,BLD 05,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,4204192,2015-05,04/21/2015,05/20/2015,29,I13018424,N,2549.08,Basic Water and Sewer,Yes,266,2549.08,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,AMR,BLD 05,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,4248010,2015-06,05/20/2015,06/18/2015,29,I13018424,N,2731.16,Basic Water and Sewer,Yes,285,2731.16,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,AMR,BLD 05,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,4326467,2015-07,06/18/2015,07/22/2015,34,I13018424,N,3194.90,Basic Water and Sewer,Yes,327,3194.9,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,AMR,BLD 05,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,4388487,2015-08,07/22/2015,08/20/2015,29,I13018424,N,2851.82,Basic Water and Sewer,Yes,289,2851.82,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,2725816,2013-04,01/14/2013,04/22/2013,98,I13008163,N,7594.79,Basic Water and Sewer,Yes,865,7594.79,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,2772387,2013-05,04/22/2013,05/21/2013,29,I13008163,N,2142.34,Basic Water and Sewer,Yes,244,2142.34,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,2825555,2013-06,05/21/2013,06/23/2013,33,I13008163,N,3854.46,Basic Water and Sewer,Yes,439,3854.46,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,2869807,2013-07,06/23/2013,07/22/2013,29,I13008163,N,4897.07,Basic Water and Sewer,Yes,535,4897.07,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,2916257,2013-08,07/22/2013,08/21/2013,30,I13008163,N,5229.52,Basic Water and Sewer,Yes,564,5229.52,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,2972341,2013-09,08/21/2013,09/23/2013,33,I13008163,N,4701.01,Basic Water and Sewer,Yes,507,4701.01,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3039116,2013-10,09/23/2013,10/23/2013,30,I13008163,N,2123.33,Basic Water and Sewer,Yes,229,2123.33,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3074774,2013-11,10/23/2013,11/25/2013,33,I13008163,N,2262.42,Basic Water and Sewer,Exception,244,2262.42,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3135282,2013-12,11/25/2013,12/22/2013,27,I13008163,N,2299.51,Basic Water and Sewer,Yes,248,2299.51,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3187047,2014-01,12/22/2013,01/23/2014,32,I13008163,N,2707.48,Basic Water and Sewer,Yes,292,2707.48,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3252674,2014-02,01/23/2014,02/23/2014,31,I13008163,N,2670.39,Basic Water and Sewer,Yes,288,2670.39,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3317308,2014-03,02/23/2014,03/23/2014,28,I13008163,N,2382.96,Basic Water and Sewer,Yes,257,2382.96,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3377595,2014-04,03/23/2014,04/21/2014,29,I13008163,N,2169.69,Basic Water and Sewer,Exception,234,2169.69,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3455321,2014-05,04/21/2014,05/21/2014,30,I13008163,N,2633.30,Basic Water and Sewer,Yes,284,2633.3,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3507582,2014-06,05/21/2014,06/22/2014,32,I13008163,N,3180.36,Basic Water and Sewer,Yes,343,3180.36,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3566876,2014-07,06/22/2014,07/22/2014,30,I13008163,N,5517.68,Basic Water and Sewer,Yes,581,5517.68,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3632341,2014-08,07/22/2014,08/21/2014,30,I13008163,N,5251.48,Basic Water and Sewer,Yes,548,5251.48,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3696757,2014-09,08/21/2014,09/22/2014,32,I13008163,N,5184.40,Basic Water and Sewer,Yes,541,5184.4,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3756855,2014-10,09/22/2014,10/22/2014,30,I13008163,N,2884.48,Basic Water and Sewer,Yes,301,2884.48,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3815766,2014-11,10/22/2014,11/23/2014,32,I13008163,N,2242.42,Basic Water and Sewer,Yes,234,2242.42,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3867821,2014-12,11/23/2014,12/21/2014,28,I13008163,N,1974.10,Basic Water and Sewer,Yes,206,1974.1,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3927552,2015-01,12/21/2014,01/22/2015,32,I13008163,N,2137.01,Basic Water and Sewer,Yes,223,2137.01,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,4003488,2015-02,01/22/2015,02/22/2015,31,I13008163,N,2223.26,Basic Water and Sewer,Yes,232,2223.26,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,4062290,2015-03,02/22/2015,03/22/2015,28,I13008163,N,2184.92,Basic Water and Sewer,Yes,228,2184.92,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,4131107,2015-04,03/22/2015,04/21/2015,30,I13008163,N,2357.42,Basic Water and Sewer,Yes,246,2357.42,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,4205434,2015-05,04/21/2015,05/20/2015,29,I13008163,N,2524.50,Basic Water and Sewer,Yes,253,2524.5,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,4247982,2015-06,05/20/2015,06/18/2015,29,I13008163,N,4532.76,Basic Water and Sewer,Yes,473,4532.76,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,4326297,2015-07,06/18/2015,07/22/2015,34,I13008163,N,6700.44,Basic Water and Sewer,Yes,686,6700.44,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,AMR,BLD 02,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,4381003,2015-08,07/22/2015,08/20/2015,29,I13008163,N,5733.25,Basic Water and Sewer,Yes,581,5733.25,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,2726188,2013-04,01/14/2013,04/22/2013,98,I13017730,N,9236.67,Basic Water and Sewer,Yes,1052,9236.67,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,2772389,2013-05,04/22/2013,05/21/2013,29,I13017730,N,2914.99,Basic Water and Sewer,Yes,332,2914.99,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,2825558,2013-06,05/21/2013,06/23/2013,33,I13017730,N,3907.14,Basic Water and Sewer,Yes,445,3907.14,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,2860899,2013-07,06/23/2013,07/22/2013,29,I13017730,N,4649.93,Basic Water and Sewer,Yes,508,4649.93,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,2920633,2013-08,07/22/2013,08/21/2013,30,I13017730,N,4571.19,Basic Water and Sewer,Yes,493,4571.19,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,2972342,2013-09,08/21/2013,09/23/2013,33,I13017730,N,4524.83,Basic Water and Sewer,Yes,488,4524.83,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3039138,2013-10,09/23/2013,10/23/2013,30,I13017730,N,3764.51,Basic Water and Sewer,Yes,406,3764.51,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3075277,2013-11,10/23/2013,11/25/2013,33,I13017730,N,4126.13,Basic Water and Sewer,Exception,445,4126.13,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3135277,2013-12,11/25/2013,12/22/2013,27,I13017730,N,3699.61,Basic Water and Sewer,Yes,399,3699.61,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3187046,2014-01,12/22/2013,01/23/2014,32,I13017730,N,4357.93,Basic Water and Sewer,Yes,470,4357.93,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3252676,2014-02,01/23/2014,02/23/2014,31,I13017730,N,4293.03,Basic Water and Sewer,Yes,463,4293.03,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3317315,2014-03,02/23/2014,03/23/2014,28,I13017730,N,3755.24,Basic Water and Sewer,Yes,405,3755.24,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3377590,2014-04,03/23/2014,04/21/2014,29,I13017730,N,4005.59,Basic Water and Sewer,Exception,432,4005.59,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3455326,2014-05,04/21/2014,05/21/2014,30,I13017730,N,4153.95,Basic Water and Sewer,Yes,448,4153.95,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3507583,2014-06,05/21/2014,06/22/2014,32,I13017730,N,4330.12,Basic Water and Sewer,Yes,467,4330.12,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3566887,2014-07,06/22/2014,07/22/2014,30,I13017730,N,4279.72,Basic Water and Sewer,Yes,450,4279.72,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3632445,2014-08,07/22/2014,08/21/2014,30,I13017730,N,4628.59,Basic Water and Sewer,Yes,483,4628.59,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3690810,2014-09,08/21/2014,09/22/2014,32,I13017730,N,4762.75,Basic Water and Sewer,Yes,497,4762.75,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3756864,2014-10,09/22/2014,10/22/2014,30,I13017730,N,4120.69,Basic Water and Sewer,Yes,430,4120.69,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3815759,2014-11,10/22/2014,11/23/2014,32,I13017730,N,3929.03,Basic Water and Sewer,Yes,410,3929.03,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3867822,2014-12,11/23/2014,12/21/2014,28,I13017730,N,3401.97,Basic Water and Sewer,Yes,355,3401.97,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,3926564,2015-01,12/21/2014,01/22/2015,32,I13017730,N,4149.44,Basic Water and Sewer,Yes,433,4149.44,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,4003483,2015-02,01/22/2015,02/22/2015,31,I13017730,N,4638.17,Basic Water and Sewer,Yes,484,4638.17,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,4062292,2015-03,02/22/2015,03/22/2015,28,I13017730,N,4753.17,Basic Water and Sewer,Yes,496,4753.17,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,4132288,2015-04,03/22/2015,04/21/2015,30,I13017730,N,4638.17,Basic Water and Sewer,Yes,484,4638.17,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,4205438,2015-05,04/21/2015,05/20/2015,29,I13017730,N,4781.92,Basic Water and Sewer,Yes,499,4781.92,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,4248985,2015-06,05/20/2015,06/18/2015,29,I13017730,N,4149.44,Basic Water and Sewer,Yes,433,4149.44,0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 03,AMR,BLD 03,304,552,B030400,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,4326299,2015-07,06/18/2015,07/22/2015,34,I13017730,N,6076.97,Basic Water and Sewer,Yes,621,6076.97,0
